seller_city,seller_state,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_category_name,review_score,review_comment_title,payment_value,payment_installments,payment_type,payment_sequential,freight_value,price,geolocation_city,geolocation_city.1,order_estimated_delivery_date,order_delivered_customer_date,order_delivered_carrier_date,order_approved_at,order_status,order_purchase_timestamp,customer_city,customer_state,delivery_time_days,category,order_handlingtime,delay_days
sao paulo,SP,6450,100,10,11,1.0,cama_mesa_banho,3,,342.56,10,credit_card,1,14.45,102.9,sao paulo,sao paulo,2018-03-29,2018-03-16 14:59:01,03/03/2018 02:27:03,2018-03-01 02:48:54,delivered,2018-02-27 12:55:42,porto alegre,RS,17.0,,1,-13.0
sorocaba,SP,2300,105,3,70,3.0,moveis_decoracao,5,,73.34,7,credit_card,1,14.45,102.9,sao paulo,sao paulo,2018-06-05,2018-05-21 16:09:55,05/16/2018 14:43:00,2018-05-11 13:36:50,delivered,2018-05-11 13:10:51,sao bernardo do campo,SP,10.0,,0,-15.0
rio de janeiro,RJ,300,25,8,18,2.0,informatica_acessorios,1,,117.85,4,credit_card,1,16.89,63.9,sao paulo,sao paulo,2018-02-19,2018-02-15 20:08:15,01/24/2018 23:32:21,2018-01-22 19:36:35,delivered,2018-01-22 19:22:22,salto,SP,24.0,,0,-4.0
pradopolis,SP,600,50,10,12,1.0,esporte_lazer,5,***** Recomendo,48.62,1,credit_card,1,8.21,168.8,sao paulo,sao paulo,2018-05-16,2018-05-04 14:02:26,05/02/2018 19:01:00,2018-05-01 08:52:58,delivered,2018-05-01 08:12:37,cruz das almas,BA,3.0,,0,-12.0
rio de janeiro,RJ,3600,20,20,20,1.0,beleza_saude,1,,53.99,1,credit_card,1,9.94,59.9,sao paulo,sao paulo,2017-10-13,2017-10-10 18:43:53,09/22/2017 17:23:09,2017-09-20 07:55:14,delivered,2017-09-19 22:17:15,vassouras,RJ,20.0,,0,-3.0
sao paulo,SP,150,20,24,33,6.0,beleza_saude,5,,51.14,1,credit_card,1,9.94,59.9,sao paulo,sao paulo,2018-05-21,2018-04-27 23:14:42,04/14/2018 00:02:39,2018-04-11 22:49:32,delivered,2018-04-11 22:32:31,feira de santana,BA,16.0,,0,-24.0
itaborai,RJ,400,16,4,11,4.0,esporte_lazer,5,,121.45,2,credit_card,1,28.58,232.75,são paulo,são paulo,2018-01-22,2018-01-09 18:14:02,12/23/2017 13:10:45,2017-12-22 02:37:45,delivered,2017-12-20 23:45:07,sao paulo,SP,19.0,,1,-13.0
sao paulo,SP,100,18,6,11,1.0,telefonia,2,,73.34,1,credit_card,1,18.44,48.9,sao paulo,sao paulo,2018-05-07,2018-04-30 17:57:25,04/27/2018 13:46:00,2018-04-24 19:24:14,delivered,2018-04-22 23:23:18,brasilia,DF,7.0,,1,-7.0
mirassol,SP,800,53,8,20,2.0,moveis_decoracao,5,,117.68,10,credit_card,1,12.11,87.0,sao paulo,sao paulo,2018-08-27,2018-08-17 00:49:41,08/03/2018 10:10:00,2018-08-03 09:31:36,delivered,2018-08-03 08:59:39,sao carlos,SP,13.0,,0,-10.0
santo andre,SP,5250,47,19,23,6.0,automotivo,5,,56.77,1,credit_card,1,18.54,131.9,são paulo,são paulo,2018-06-08,2018-05-18 14:48:38,05/16/2018 14:46:00,2018-05-14 08:52:24,delivered,2018-05-14 08:35:33,sao paulo,SP,4.0,,0,-21.0
birigui,SP,200,35,4,26,1.0,automotivo,5,,115.59,2,credit_card,1,14.1,19.9,sao paulo,sao paulo,2017-12-11,2017-12-28 19:43:00,11/27/2017 13:39:35,2017-11-22 11:46:50,delivered,2017-11-22 11:32:22,sao paulo,SP,36.0,,0,17.0
sao paulo,SP,335,17,11,12,2.0,relogios_presentes,3,,60.07,6,credit_card,1,66.04,136.99,são paulo,são paulo,2017-04-26,2017-04-10 02:59:52,03/30/2017 10:55:54,2017-03-30 08:05:08,delivered,2017-03-30 07:50:33,niteroi,RJ,10.0,,0,-16.0
belo horizonte,MG,1300,50,12,12,1.0,cama_mesa_banho,5,,27.27,1,credit_card,1,23.64,399.99,sao paulo,sao paulo,2018-07-23,2018-06-18 12:36:54,06/06/2018 15:37:00,2018-06-05 09:32:22,delivered,2018-06-05 09:10:34,sao luis,MA,13.0,,0,-35.0
rio de janeiro,RJ,150,35,2,25,3.0,moveis_decoracao,5,,32.15,1,boleto,1,11.85,41.0,sao paulo,sao paulo,2018-08-30,2018-08-28 21:06:31,08/27/2018 15:52:00,2018-08-26 11:15:29,delivered,2018-08-26 11:04:26,sao paulo,SP,2.0,,0,-2.0
rio de janeiro,RJ,367,16,4,11,3.0,informatica_acessorios,4,,195.71,3,credit_card,1,18.58,69.0,sao paulo,sao paulo,2017-06-06,2017-05-23 13:32:30,05/17/2017 10:13:52,2017-05-17 08:45:09,delivered,2017-05-17 08:36:11,sao paulo,SP,6.0,,0,-14.0
ibitinga,SP,250,16,2,11,4.0,relogios_presentes,4,,43.12,1,voucher,2,18.58,69.0,sao paulo,sao paulo,2018-08-02,2018-08-03 19:28:47,08/02/2018 10:35:00,2018-08-01 02:50:15,delivered,2018-07-30 22:41:44,jaragua do sul,SC,3.0,,1,1.0
sao paulo,SP,8500,75,25,55,1.0,moveis_decoracao,5,,88.49,1,credit_card,1,33.33,169.9,sao paulo,sao paulo,2018-08-21,,,2018-08-07 06:15:14,invoiced,2018-08-03 17:44:42,sobral,CE,,,3,
sao paulo,SP,2150,42,25,15,1.0,bebes,3,Não recebi o produto.,34.09,3,credit_card,1,15.28,119.0,são paulo,são paulo,2018-03-26,2018-03-09 14:48:21,03/05/2018 17:32:31,2018-03-02 22:08:51,delivered,2018-03-01 22:14:26,divinopolis,MG,7.0,,0,-17.0
assis,SP,650,17,14,12,,,5,,40.99,1,credit_card,1,18.08,39.9,sao paulo,sao paulo,2018-03-07,2018-02-16 20:24:42,02/07/2018 17:13:05,2018-02-06 21:29:40,delivered,2018-02-06 21:09:10,mogi das cruzes,SP,9.0,,0,-19.0
jaguariuna,SP,150,16,5,11,4.0,esporte_lazer,1,,71.99,3,credit_card,1,12.9,85.0,sao paulo,sao paulo,2017-03-10,2017-02-10 17:30:19,02/01/2017 14:25:06,2017-01-29 01:31:48,delivered,2017-01-28 23:45:53,brasilia,DF,12.0,,0,-28.0
araraquara,SP,650,27,10,22,1.0,cama_mesa_banho,5,,47.0,1,boleto,1,8.89,220.0,sao paulo,sao paulo,2018-02-26,2018-02-09 20:16:40,02/03/2018 03:56:00,2018-01-27 22:16:18,delivered,2018-01-27 22:04:34,sao paulo,SP,12.0,,0,-17.0
macae,RJ,2700,20,26,32,4.0,eletroportateis,5,OTIMO,81.78,3,credit_card,1,35.74,277.0,sao paulo,sao paulo,2017-07-25,2017-07-12 20:17:57,07/04/2017 14:52:46,2017-07-04 04:10:19,delivered,2017-07-01 15:42:32,sao paulo,SP,11.0,,2,-13.0
salto,SP,1200,23,22,16,1.0,utilidades_domesticas,5,,231.45,3,credit_card,1,27.75,66.99,sao paulo,sao paulo,2017-10-16,2017-09-30 17:13:01,09/29/2017 22:25:42,2017-09-27 12:26:02,delivered,2017-09-27 12:07:22,paraiba do sul,RJ,3.0,,0,-16.0
rio claro,SP,6050,55,10,46,2.0,moveis_sala,3,,144.2,7,credit_card,1,50.85,14.0,sao paulo,sao paulo,2017-12-22,2018-01-23 21:38:52,12/14/2017 20:37:43,2017-12-01 09:31:15,delivered,2017-11-28 21:00:44,paulista,PE,56.0,,2,32.0
londrina,PR,150,16,6,11,1.0,esporte_lazer,5,,35.14,1,debit_card,1,17.03,85.0,sao paulo,sao paulo,2018-02-19,2018-02-02 16:12:53,02/02/2018 00:39:31,2018-02-01 12:54:33,delivered,2018-02-01 12:31:21,sao paulo,SP,1.0,,0,-17.0
sao paulo,SP,1050,16,20,16,6.0,casa_construcao,5,,285.79,10,credit_card,1,17.03,85.0,sao paulo,sao paulo,2018-09-05,2018-08-28 14:52:43,08/23/2018 14:33:00,2018-08-22 16:25:19,delivered,2018-08-22 16:10:29,carapicuiba,SP,5.0,,0,-8.0
ribeirao preto,SP,1350,23,7,30,1.0,pet_shop,5,,176.7,2,credit_card,1,9.8,229.0,sao paulo,sao paulo,2018-08-10,2018-07-13 17:18:42,07/10/2018 14:25:00,2018-07-07 10:10:09,delivered,2018-07-06 23:36:15,sao paulo,SP,6.0,,0,-28.0
rio de janeiro,RN,600,36,6,19,1.0,utilidades_domesticas,5,,27.63,2,credit_card,1,0.0,99.9,sao paulo,sao paulo,2018-05-29,2018-05-22 00:08:26,05/10/2018 16:07:00,2018-05-09 18:54:13,delivered,2018-05-09 18:27:00,bom principio,RS,12.0,,0,-7.0
tres coracoes,MG,1000,30,18,18,1.0,moveis_decoracao,1,,134.56,8,credit_card,1,34.39,84.9,sao paulo,sao paulo,2017-12-19,2018-01-20 13:42:22,11/28/2017 23:17:09,2017-11-26 17:58:34,delivered,2017-11-26 17:49:46,sao paulo,SP,54.0,,0,32.0
sao paulo,SP,1550,43,8,33,2.0,cama_mesa_banho,5,,96.98,4,credit_card,1,33.91,189.0,sao paulo,sao paulo,2017-10-17,2017-09-30 16:55:39,09/29/2017 21:58:48,2017-09-29 09:44:12,delivered,2017-09-29 09:32:17,astolfo dutra,MG,1.0,,0,-17.0
nhandeara,SP,2700,45,13,35,1.0,cama_mesa_banho,5,,110.03,2,credit_card,1,7.78,49.0,sao paulo,sao paulo,2017-07-10,2017-06-29 10:16:35,06/28/2017 14:28:00,2017-06-27 23:35:09,delivered,2017-06-27 23:11:57,curitiba,PR,1.0,,0,-11.0
ibitinga,SP,200,19,5,11,9.0,telefonia,5,,17.78,1,credit_card,1,15.37,37.9,sao paulo,sao paulo,2018-02-21,2018-02-07 14:59:03,01/26/2018 19:12:26,2018-01-23 10:59:10,delivered,2018-01-23 10:32:39,belo horizonte,MG,15.0,,0,-14.0
sao paulo,SP,800,38,8,28,1.0,malas_acessorios,1,,44.0,1,credit_card,1,16.14,179.93,sao paulo,sao paulo,2018-09-13,2018-08-28 13:43:41,08/21/2018 11:53:00,2018-08-20 18:35:26,delivered,2018-08-20 18:24:30,marialva,PR,7.0,,0,-16.0
brasilia,DF,377,18,13,15,3.0,perfumaria,4,,110.11,4,credit_card,1,13.84,116.9,sao paulo,sao paulo,2018-02-21,2018-02-20 15:25:04,01/31/2018 15:06:03,2018-01-30 08:13:43,delivered,2018-01-30 07:51:17,sao paulo,SP,21.0,,0,-1.0
barueri,SP,400,45,22,43,3.0,esporte_lazer,4,,22.49,1,voucher,4,15.51,94.9,sao paulo,sao paulo,2018-05-04,2018-04-07 00:06:33,04/05/2018 00:44:42,2018-04-03 05:10:21,delivered,2018-03-31 14:20:46,sao jose do rio preto,SP,6.0,,2,-27.0
sao paulo,SP,450,16,5,16,1.0,sinalizacao_e_seguranca,1,,46.63,4,credit_card,1,15.73,121.99,sao paulo,sao paulo,2018-03-29,2018-03-19 18:46:32,03/14/2018 02:08:26,2018-03-09 03:00:35,delivered,2018-03-07 23:00:33,cabo frio,RJ,11.0,,1,-10.0
orleans,SC,2000,32,51,16,1.0,climatizacao,4,,52.21,1,boleto,1,7.78,7.79,sao paulo,sao paulo,2018-05-23,2018-05-14 18:55:59,05/10/2018 13:35:00,2018-05-08 22:31:43,delivered,2018-05-08 22:12:34,contagem,MG,5.0,,0,-9.0
brasilia,DF,300,16,2,11,1.0,fashion_bolsas_e_acessorios,5,,61.77,2,credit_card,1,85.97,179.99,sao paulo,sao paulo,2017-05-12,2017-04-27 11:08:55,04/10/2017 18:53:49,2017-03-30 14:55:17,delivered,2017-03-30 14:46:00,uberlandia,MG,27.0,,0,-15.0
sao paulo,SP,250,26,14,14,1.0,moveis_decoracao,4,,121.88,1,boleto,1,10.96,7.6,sao paulo,sao paulo,2017-12-15,2017-12-01 21:11:40,11/28/2017 22:37:15,2017-11-25 01:31:43,delivered,2017-11-24 21:55:22,cafeara,PR,6.0,,0,-14.0
sao paulo,SP,1950,60,15,15,2.0,esporte_lazer,5,,75.75,1,credit_card,1,17.6,49.9,sao paulo,sao paulo,2018-05-14,2018-04-27 16:50:03,04/26/2018 12:35:00,2018-04-25 22:31:56,delivered,2018-04-25 22:18:10,porto alegre,RS,1.0,,0,-17.0
cuiaba,MT,500,16,15,11,2.0,telefonia,5,,130.22,1,credit_card,1,8.03,110.32,sao paulo,sao paulo,2017-08-04,2017-07-21 19:59:36,07/18/2017 12:34:04,2017-07-16 10:35:14,delivered,2017-07-16 10:27:45,sao joaquim da barra,SP,5.0,,0,-14.0
sao carlos,SP,300,16,7,20,,,2,,57.53,3,credit_card,1,11.85,49.0,são paulo,são paulo,2017-10-03,,,2017-09-03 14:30:09,processing,2017-09-03 14:22:03,foz do iguacu,PR,,,0,
sao paulo,SP,7900,70,15,70,6.0,artes,5,,76.02,7,credit_card,1,61.18,159.9,sao paulo,sao paulo,2017-12-14,2017-11-28 20:33:38,11/22/2017 20:17:08,2017-11-21 12:40:55,delivered,2017-11-21 12:08:32,belo horizonte,MG,7.0,,0,-16.0
sao paulo,SP,1800,41,9,34,2.0,cama_mesa_banho,5,,90.17,1,boleto,1,27.39,120.0,sao paulo,sao paulo,2017-10-31,2017-10-24 15:57:46,10/23/2017 13:14:16,2017-10-19 15:35:35,delivered,2017-10-19 15:08:48,sao bernardo do campo,SP,5.0,,0,-7.0
rio de janeiro,RJ,900,37,3,23,1.0,ferramentas_jardim,3,Entrega atrasou,31.0,1,credit_card,1,11.98,21.5,sao paulo,sao paulo,2018-08-13,2018-08-02 21:08:57,07/25/2018 10:06:00,2018-07-23 12:32:22,delivered,2018-07-22 15:19:05,sao goncalo,RJ,11.0,,0,-11.0
formosa do oeste,PR,200,16,2,11,7.0,fashion_bolsas_e_acessorios,1,,106.77,10,credit_card,1,15.61,122.99,sao paulo,sao paulo,2018-01-04,2017-12-11 16:17:04,12/04/2017 21:54:27,2017-12-02 14:38:30,delivered,2017-12-02 14:28:03,suzano,SP,9.0,,0,-24.0
rio de janeiro,RJ,4500,80,70,28,4.0,bebes,5,,163.25,1,voucher,1,19.75,72.99,sao paulo,sao paulo,2018-04-20,2018-03-29 20:08:43,03/27/2018 17:21:48,2018-03-26 09:28:24,delivered,2018-03-26 09:14:26,guarulhos,SP,3.0,,0,-22.0
santos,SP,250,21,7,15,3.0,consoles_games,4,,233.66,1,boleto,1,13.93,129.99,sao paulo,sao paulo,2018-02-06,2018-01-15 14:56:58,01/09/2018 18:35:02,2018-01-09 07:27:15,delivered,2018-01-09 06:37:43,timbo,SC,6.0,,0,-22.0
sao paulo,SP,550,16,25,12,1.0,utilidades_domesticas,3,,163.08,1,credit_card,1,17.89,92.0,sao paulo,sao paulo,2018-03-08,2018-02-14 19:07:41,02/07/2018 22:15:04,2018-02-07 02:35:40,delivered,2018-02-06 18:25:39,camboriu,SC,8.0,,0,-22.0
santa terezinha de goias,GO,1100,39,12,28,4.0,malas_acessorios,5,,135.93,4,credit_card,1,17.89,92.0,sao paulo,sao paulo,2018-07-30,2018-07-26 18:26:37,07/24/2018 14:14:00,2018-07-18 13:50:14,delivered,2018-07-18 13:39:54,nova bassano,RS,8.0,,0,-4.0
curitiba,PR,3600,40,20,40,1.0,cama_mesa_banho,5,,267.05,1,credit_card,1,8.4,33.89,sao paulo,sao paulo,2017-04-17,2017-03-31 10:07:25,03/29/2017 13:23:55,2017-03-28 16:15:15,delivered,2017-03-28 16:03:34,rio grande,RS,2.0,,0,-17.0
sao paulo,SP,100,16,3,11,1.0,consoles_games,3,,186.72,7,credit_card,1,8.4,33.89,são paulo,são paulo,2018-07-05,2018-06-15 20:58:47,06/11/2018 08:23:00,2018-06-08 12:37:01,delivered,2018-06-08 12:19:58,brasilia,DF,7.0,,0,-20.0
arvorezinha,RS,150,16,18,16,2.0,esporte_lazer,3,,30.0,1,voucher,2,8.4,33.89,sao paulo,sao paulo,2017-07-28,2017-07-17 17:03:47,07/13/2017 18:35:37,2017-07-12 02:10:59,delivered,2017-07-10 12:23:05,braganca paulista,SP,7.0,,1,-11.0
sao paulo,SP,3775,18,13,16,1.0,esporte_lazer,5,,97.28,4,credit_card,1,8.4,33.89,são paulo,são paulo,2018-06-04,2018-05-24 19:04:00,05/21/2018 07:09:00,2018-05-18 04:54:31,delivered,2018-05-16 16:10:21,barra do garcas,MT,8.0,,1,-11.0
ribeirao preto,SP,1400,25,20,20,2.0,cool_stuff,5,,48.61,1,credit_card,1,40.37,149.0,sao paulo,sao paulo,2018-07-19,2018-07-11 21:16:47,07/10/2018 15:10:00,2018-07-05 18:55:15,delivered,2018-07-05 18:40:47,sao paulo,SP,6.0,,0,-8.0
guiricema,MG,900,22,7,18,5.0,consoles_games,5,,116.7,1,boleto,1,16.79,20.3,sao paulo,sao paulo,2017-10-18,2017-09-28 19:47:42,09/22/2017 17:54:05,2017-09-21 14:44:35,delivered,2017-09-20 17:12:34,embu,SP,8.0,,0,-20.0
caxias do sul,RS,250,20,12,20,2.0,relogios_presentes,5,,41.42,1,credit_card,1,15.01,179.9,sao paulo,sao paulo,2018-03-16,2018-03-22 00:03:53,02/23/2018 22:42:43,2018-02-22 16:10:41,delivered,2018-02-21 17:15:49,sao bernardo do campo,SP,28.0,,0,6.0
caruaru,PE,350,21,9,16,1.0,brinquedos,4,,42.19,1,boleto,1,15.01,179.9,são paulo,são paulo,2018-01-31,2018-01-24 23:16:49,01/12/2018 14:15:26,2018-01-11 02:48:39,delivered,2018-01-10 14:18:40,brasilia,DF,14.0,,0,-7.0
curitiba,PR,200,20,20,20,,,1,,125.53,6,credit_card,1,12.27,109.9,sao paulo,sao paulo,2017-05-29,2017-05-12 14:04:02,04/28/2017 12:43:07,2017-04-27 17:22:58,delivered,2017-04-26 16:14:11,urussanga,SC,15.0,,1,-17.0
franca,SP,1800,18,32,27,3.0,bebes,5,,92.76,5,credit_card,1,25.9,89.0,sao paulo,sao paulo,2017-12-27,2017-12-08 15:41:46,11/28/2017 22:58:14,2017-11-27 19:39:02,delivered,2017-11-27 19:24:52,silvianopolis,MG,10.0,,0,-19.0
curitiba,PR,5050,50,8,50,2.0,moveis_sala,3,,348.02,8,credit_card,1,13.75,120.0,sao paulo,sao paulo,2018-05-21,2018-05-15 18:38:39,05/14/2018 15:16:00,2018-05-12 03:32:26,delivered,2018-05-11 16:35:19,sao paulo,SP,4.0,,0,-6.0
salvador,BA,27100,50,50,50,1.0,automotivo,4,,203.3,2,credit_card,1,14.28,75.0,são paulo,são paulo,2018-06-12,2018-05-30 15:06:44,05/28/2018 15:43:00,2018-05-25 09:16:24,delivered,2018-05-25 08:54:21,gameleiras,MG,5.0,,0,-13.0
diadema,SP,1500,65,8,38,1.0,eletrodomesticos,1,,44.35,3,credit_card,1,14.52,46.86,sao paulo,sao paulo,2017-12-19,2017-12-11 19:03:18,11/28/2017 19:18:52,2017-11-28 09:35:11,delivered,2017-11-26 09:32:06,belem,PA,15.0,,2,-8.0
itaquaquecetuba,SP,500,16,11,11,2.0,relogios_presentes,1,,116.05,10,credit_card,1,14.84,96.0,sao paulo,sao paulo,2017-12-20,2017-12-05 20:23:33,11/22/2017 17:37:09,2017-11-22 02:49:29,delivered,2017-11-17 21:14:42,pocos de caldas,MG,17.0,,4,-15.0
lencois paulista,SP,350,16,10,16,2.0,cama_mesa_banho,5,,85.14,1,boleto,1,18.12,49.99,sao paulo,sao paulo,2018-08-10,2018-08-01 19:31:47,07/25/2018 14:10:00,2018-07-24 10:32:48,delivered,2018-07-23 18:27:07,contagem,MG,9.0,,0,-9.0
guarulhos,SP,500,16,12,17,3.0,automotivo,5,,236.66,4,credit_card,1,13.58,24.99,sao paulo,sao paulo,2018-03-09,2018-03-09 21:52:36,02/20/2018 20:12:57,2018-02-14 13:15:38,delivered,2018-02-14 13:05:17,santos,SP,23.0,,0,0.0
carapicuiba,SP,1000,20,20,20,1.0,esporte_lazer,5,,220.3,4,credit_card,1,13.58,24.99,sao paulo,sao paulo,2017-06-05,2017-05-12 12:04:38,05/02/2017 13:58:16,2017-04-30 22:55:09,delivered,2017-04-30 22:43:56,piracaia,SP,11.0,,0,-24.0
uruacu,GO,18500,41,30,41,,,1,,180.55,1,credit_card,1,16.6,120.1,são paulo,são paulo,2018-02-07,,01/11/2018 19:39:23,2018-01-11 02:32:30,shipped,2018-01-10 11:33:07,rio de janeiro,RJ,,,0,
itajai,SC,300,24,11,24,2.0,brinquedos,5,,45.46,1,boleto,1,16.25,69.9,sao paulo,sao paulo,2017-06-08,2017-05-23 12:51:55,05/17/2017 09:24:51,2017-05-16 03:35:16,delivered,2017-05-15 16:29:03,santos,SP,7.0,,0,-16.0
sao paulo,SP,250,16,2,20,1.0,beleza_saude,2,,26.08,1,boleto,1,54.02,39.9,sao paulo,sao paulo,2017-08-11,2017-07-31 18:17:45,07/25/2017 19:14:13,2017-07-22 19:25:18,delivered,2017-07-22 19:16:47,sinop,MT,8.0,,0,-11.0
sao paulo,SP,10700,40,40,40,1.0,beleza_saude,5,,375.74,1,credit_card,1,20.31,159.9,sao paulo,sao paulo,2018-07-27,2018-06-28 13:03:08,06/25/2018 15:57:00,2018-06-24 19:20:23,delivered,2018-06-24 19:01:52,guaruja,SP,3.0,,0,-29.0
sao paulo,SP,1700,32,21,22,1.0,utilidades_domesticas,4,,123.41,5,credit_card,1,16.22,540.0,sao paulo,sao paulo,2018-07-25,2018-07-06 11:52:07,07/03/2018 15:04:00,2018-07-02 13:10:15,delivered,2018-07-02 12:54:20,barueri,SP,3.0,,0,-19.0
curitiba,PR,7700,39,28,25,1.0,ferramentas_jardim,5,,379.07,10,credit_card,1,31.17,189.9,sao paulo,sao paulo,2017-04-11,2017-03-20 09:28:56,03/06/2017 09:54:32,2017-03-06 00:33:11,delivered,2017-03-06 00:14:28,sao paulo,SP,14.0,,0,-22.0
loanda,PR,5200,20,60,35,4.0,esporte_lazer,5,,2027.16,10,credit_card,1,8.27,14.9,sao paulo,sao paulo,2017-11-09,2017-10-20 16:18:59,10/05/2017 18:37:19,2017-10-04 23:14:17,delivered,2017-10-04 23:02:21,feliz,RS,15.0,,0,-20.0
sao paulo,SP,125,17,10,14,1.0,telefonia,5,,45.5,1,credit_card,1,11.85,43.9,sao paulo,sao paulo,2018-01-22,2018-01-04 21:56:01,12/26/2017 16:59:04,2017-12-21 17:56:24,delivered,2017-12-21 17:43:41,sao paulo,SP,14.0,,0,-18.0
sao paulo,SP,15700,58,28,58,1.0,moveis_escritorio,3,,91.17,1,credit_card,1,87.28,139.0,sao paulo,sao paulo,2017-06-08,,05/11/2017 13:21:47,2017-05-11 11:45:14,shipped,2017-05-09 11:48:37,belo horizonte,MG,,,1,
sao paulo,SP,350,16,11,11,2.0,relogios_presentes,5,muito boa,93.26,1,boleto,1,13.71,40.35,sao paulo,sao paulo,2018-03-07,2018-02-20 18:09:29,02/06/2018 01:28:26,2018-02-02 16:36:26,delivered,2018-02-02 16:15:41,jambeiro,SP,18.0,,0,-15.0
maringa,PR,213,16,10,13,1.0,esporte_lazer,5,,30.0,1,voucher,2,20.85,469.0,sao paulo,sao paulo,2018-07-04,2018-06-05 17:44:39,06/04/2018 13:08:00,2018-06-02 03:15:28,delivered,2018-06-01 11:26:06,sao jose do rio preto,SP,4.0,,0,-29.0
sao paulo,SP,150,16,11,11,3.0,fashion_bolsas_e_acessorios,5,,165.96,10,credit_card,1,16.17,59.0,sao paulo,sao paulo,2018-08-21,2018-08-14 19:12:05,08/10/2018 12:32:00,2018-08-09 17:30:25,delivered,2018-08-09 16:23:03,ipatinga,MG,5.0,,0,-7.0
sao paulo,SP,18200,56,15,15,3.0,automotivo,4,4,50.0,1,voucher,2,15.79,35.9,sao paulo,sao paulo,2017-12-14,2017-12-06 01:12:12,11/17/2017 15:12:12,2017-11-15 13:55:31,delivered,2017-11-15 13:47:34,tupa,SP,20.0,,0,-8.0
belo horizonte,MG,850,18,21,15,1.0,utilidades_domesticas,1,Médio,1002.73,10,credit_card,1,15.79,35.9,sao paulo,sao paulo,2018-05-07,2018-05-03 02:52:58,04/27/2018 11:49:00,2018-04-26 12:11:18,delivered,2018-04-26 11:59:05,sao paulo,SP,6.0,,0,-4.0
ferraz de vasconcelos,SP,1050,16,20,16,6.0,casa_construcao,1,,116.56,1,boleto,1,16.44,96.99,são paulo,são paulo,2018-08-13,2018-07-23 23:56:47,07/16/2018 14:33:00,2018-07-16 12:30:53,delivered,2018-07-15 12:37:12,brasilia,DF,8.0,,0,-21.0
sao paulo,SP,200,16,9,11,5.0,fashion_bolsas_e_acessorios,1,,240.52,2,credit_card,1,13.89,77.9,são paulo,são paulo,2018-07-16,2018-06-18 23:07:33,06/11/2018 14:44:00,2018-05-30 22:55:45,delivered,2018-05-30 22:33:08,blumenau,SC,19.0,,0,-28.0
limeira,SP,300,16,15,11,1.0,utilidades_domesticas,5,prazo entrega,33.13,3,credit_card,1,20.8,229.99,sao paulo,sao paulo,2017-12-27,2017-12-13 09:44:38,12/08/2017 21:21:12,2017-12-02 14:17:20,delivered,2017-12-02 14:08:33,moncoes,SP,10.0,,0,-14.0
santos,SP,200,23,9,13,1.0,informatica_acessorios,3,,213.9,1,credit_card,1,14.14,56.0,sao paulo,sao paulo,2018-04-11,2018-04-06 22:52:39,04/04/2018 23:16:22,2018-03-29 14:35:21,delivered,2018-03-29 14:27:41,rio de janeiro,RJ,8.0,,0,-5.0
barueri,SP,800,20,25,25,1.0,esporte_lazer,5,,362.17,8,credit_card,1,11.99,69.99,sao paulo,sao paulo,2018-07-11,2018-06-27 17:18:42,06/26/2018 14:58:00,2018-06-25 15:58:17,delivered,2018-06-25 15:36:18,sao paulo,SP,2.0,,0,-14.0
sao paulo,SP,200,24,7,14,2.0,papelaria,5,,88.72,2,credit_card,1,7.78,49.9,sao paulo,sao paulo,2017-09-27,2017-09-16 16:12:24,09/13/2017 18:22:19,2017-09-11 08:10:08,delivered,2017-09-11 07:54:38,balneario camboriu,SC,5.0,,0,-11.0
claudio,MG,698,46,10,14,1.0,esporte_lazer,5,,46.85,2,credit_card,1,7.39,14.0,sao paulo,sao paulo,2018-04-26,2018-04-20 23:12:11,04/19/2018 14:32:30,2018-04-15 19:55:20,delivered,2018-04-15 19:42:06,rio de janeiro,RJ,5.0,,0,-6.0
ribeirao preto,SP,350,17,4,12,6.0,telefonia,5,,68.54,1,boleto,1,14.1,29.0,sao paulo,sao paulo,2018-02-15,2018-01-23 18:22:46,01/15/2018 22:55:00,2018-01-13 08:29:22,delivered,2018-01-13 08:19:23,sao paulo,SP,10.0,,0,-23.0
niteroi,RJ,1000,24,5,17,3.0,livros_interesse_geral,4,,32.62,1,boleto,1,43.06,99.0,são paulo,são paulo,2018-05-02,2018-04-16 23:35:26,04/07/2018 00:49:39,2018-04-04 08:50:15,delivered,2018-04-04 08:39:50,vargem grande,MA,12.0,,0,-16.0
osvaldo cruz,SP,783,21,13,28,1.0,informatica_acessorios,5,,340.08,8,credit_card,1,30.35,499.0,sao paulo,sao paulo,2017-10-20,2017-10-09 18:32:42,10/04/2017 08:03:59,2017-09-27 03:35:03,delivered,2017-09-26 12:32:39,rio brilhante,MS,13.0,,0,-11.0
carapicuiba,SP,600,20,20,20,2.0,perfumaria,5,,82.06,1,boleto,1,12.79,39.85,sao paulo,sao paulo,2018-04-02,2018-03-22 10:18:36,03/02/2018 22:18:35,2018-03-02 02:10:55,delivered,2018-02-28 17:00:28,eugenopolis,MG,21.0,,1,-11.0
